"CODINST";"NOMBREINSTITUCION";"CODIGOMUNICIPIO";"NOMBREMUNICIPIO";"DEPARTAMENTO";"CALENDARIO";"NATURALEZA";"JORNADA";"PROMEDIOMATEMATICA";"PROMEDIOQUIMICA";"PROMEDIOFISICA";"PROMEDIOBIOLOGIA";"PROMEDIOFILOSOFIA";"PROMEDIOINGLES";"PROMEDIOLENGUAJE";"PROMEDIOSOCIALES";"DESVIACIONMATEMATICA";"DESVIACIONQUIMICA";"DESVIACIONFISICA";"DESVIACIONBIOLOGIA";"DESVIACIONFILOSOFIA";"DESVIACIONINGLES";"DESVIACIONLENGUAJE";"DESVIACIONSOCIALES";"EVALUADOS";"PERIODO"
78766;"INSTITUTO TECNICO COMERCIAL PILOTO INTECOP";76109;"BUENAVENTURA";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";38,94;44,88;42,44;42,5;39,5;41,5;43,88;43,69;12,21;4,57;8,09;8,17;6,84;9,49;6,45;7,18;16;20122
78782;"COLEGIO COMERCIAL EN SISTEMAS LA MERCED";76109;"BUENAVENTURA";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";45;43,75;43;44,5;39,33;39,75;44,5;44;7,51;4,37;6,24;5,2;7,11;8,27;7,23;5,24;12;20122
78790;"COLEGIO PARROQUIAL NUESTRA SEÑORA DE FATIMA";76041;"ANSERMANUEVO";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";47,85;46,23;45,38;46,77;39,62;44,46;49,54;47,62;7,46;5,42;6,86;6,7;7,51;8,32;4,82;8,43;13;20122
78824;"COLEGIO NUESTRA SEÑORA DEL CARMEN";76111;"BUGA";"VALLE";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";46,25;44,5;37,25;42,25;29,75;40,25;47,5;44,75;3,77;2,08;3,1;3,86;7,89;6,8;4,43;4,57;4;20121
78832;"COLEGIO COLOMBIA";76520;"PALMIRA";"VALLE";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";40;41,28;42;44,6;35,8;48,6;50,48;42,28;10,12;6,74;8,87;5,49;8,02;16,18;9,73;6,93;25;20121
78840;"CENTRO DE CAPACITACION POPULAR DE ADULTOS ALFONSO LOPEZ PUMAREJO";76520;"PALMIRA";"VALLE";"F";"OFICIAL";"NOCHE";49;40;46;49;30;42;48;40;0;0;0;0;0;0;0;0;1;20121
78840;"CENTRO DE CAPACITACION POPULAR DE ADULTOS ALFONSO LOPEZ PUMAREJO";76520;"PALMIRA";"VALLE";"F";"OFICIAL";"NOCHE";42;42,76;41,1;41,81;35,71;38,95;44;38,33;7,87;4,53;4,96;6,22;10,33;4,32;4,86;6,02;21;20122
78857;"COLEGIO COOPERATIVO POLICARPA SALAVARRIETA";76834;"TULUA";"VALLE";"A";"NO OFICIAL";"TARDE";45,33;48,5;46,17;47,5;37,67;45;47,5;43;11,66;3,56;6,27;5,09;8,76;5,22;4,89;12,12;6;20122
78873;"COLEGIO COMERCIAL MIXTO INCANOF";76520;"PALMIRA";"VALLE";"F";"NO OFICIAL";"NOCHE";52;44;51;52;39;45;44;48;0;0;0;0;0;0;0;0;1;20122
78907;"INSTITUCION EDUCATIVA NUESTRA SEÑORA DE FATIMA";52835;"TUMACO";"NARIÑO";"A";"OFICIAL";"NOCHE";36,5;40,2;40,96;39,04;32,3;36,24;40,8;36,14;9,36;4,05;7,91;5,62;8,79;8,16;5,8;9,48;50;20122
78915;"INSTITUTO ACADEMICO DEL PACIFICO";76109;"BUENAVENTURA";"VALLE";"A";"NO OFICIAL";"MAÑANA";39,55;43,55;45;41,64;37,73;40,09;41,82;41,36;6,47;4,27;6,37;4,9;6,15;5,11;3,19;6,86;11;20122
78949;"INSTITUCION EDUCATIVA MUNICIPAL GUALMATAN";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"TARDE";40,69;43,69;45,62;46,15;43,77;39,54;45,23;45,38;7,71;6,79;8,79;6,31;9,01;6,65;5,18;5,78;13;20122
78956;"INSTITUTO AGROPECUARIO DE ALTAMIRA";52540;"POLICARPA";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,14;44,71;43,93;46,29;44,07;42,57;44,29;45,93;6,7;4,05;6,45;4,92;6,41;5,5;6,34;7,14;14;20122
78964;"INSTITUCION EDUCATIVA LUIS CARLOS GALAN";52411;"LINARES";"NARIÑO";"A";"OFICIAL";"MAÑANA";55,4;51,53;47,6;53,07;46,8;46,27;48,13;49,4;8,96;6,14;7,7;10,71;6,48;5,28;5,76;10,31;15;20122
78972;"INSTITUTO SAN FRANCISCO DE ASIS";52001;"PASTO";"NARIÑO";"B";"NO OFICIAL";"MAÑANA";51,4;49,19;48,42;48,16;39,98;45,02;51,81;47,3;12,95;7,74;11,4;7,79;9,57;10,23;8,07;6,71;43;20121
78998;"COLEGIO NUESTRA SEÑORA DE FATIMA";52215;"CORDOBA";"NARIÑO";"A";"OFICIAL";"TARDE";44,64;44,27;43,91;46,09;40,36;39;43,27;42,82;7,43;6,17;5,13;5,13;5,05;6,54;3,66;9,5;11;20122
79020;"COLEGIO DEPARTAMENTAL SAN JOSE DE MATITUY";52381;"LA FLORIDA";"NARIÑO";"A";"OFICIAL";"MAÑANA";40,88;47,75;46,38;43,25;39,63;44,38;44,75;42,25;5,64;5,01;5,07;3,45;3,42;6,5;5,63;6,52;8;20122
79038;"COLEGIO COMFAMILIAR DE NARIÑO SIGLO XXI";52001;"PASTO";"NARIÑO";"B";"NO OFICIAL";"MAÑANA";55,67;50,37;50,49;48,12;46,49;49,43;53,35;49,33;10,48;7,49;12,11;7,23;10,23;9,22;7,16;7,17;49;20121
79061;"GIMNASIO CALIBIO";19001;"POPAYAN";"CAUCA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";62,3;55,6;57,6;58,8;56,4;65,1;60,9;51,5;12,77;8;13,17;13,95;12,99;12,28;7,74;8,03;10;20121
79095;"COLEGIO GUILLERMO LEON VALENCIA";19001;"POPAYAN";"CAUCA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";57,35;51,78;53,52;51,61;45,83;50,87;53,57;51,91;10,52;7,7;9,42;5,89;11,6;14,38;9,42;7,43;23;20121
79103;"CENTRO EDUCATIVO TOMAS CIPRIANO DE MOSQUERA";19001;"POPAYAN";"CAUCA";"A";"OFICIAL";"TARDE";43,11;43,95;42,18;41,99;38,46;39,36;43;41,57;8,85;5,02;6,31;6,86;9,26;5,88;5,75;7,13;83;20122
79111;"NUCLEO ESCOLAR RURAL CALOTO";19142;"CALOTO";"CAUCA";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,94;43,97;44,94;45,61;37,94;42,11;43,92;43,06;11,18;6,09;6,29;7,52;7,35;8,61;6,83;8,99;36;20122
79145;"COLEGIO AGROPECUARIO ISRAEL MARIA NARVAEZ";19450;"MERCADERES";"CAUCA";"A";"OFICIAL";"MAÑANA";43,84;46,58;44,37;47,58;42,11;48,16;46,05;45,37;9,36;4,19;7,05;6,25;6,78;5,33;4,72;6,29;19;20122
79152;"COLEGIO BAUTISTA DE YUMBO";76892;"YUMBO";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";43,47;44,53;45,53;46,82;43,35;44,94;45,88;43,53;10;3,24;5,8;7,9;9,32;7,27;6,07;13,88;17;20122
79160;"COLEGIO BILINGUE DIANA OESE";76001;"CALI";"VALLE";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";79,33;65,42;74,67;61;61,67;89,67;62,92;60,25;9,99;10,24;15,88;6,69;7,18;7,25;4,56;5,67;12;20121
79178;"TALENTOS POLITECNICO E ILLINOIS";76001;"CALI";"VALLE";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";41,89;43;42,94;45,2;40,89;44,65;46,61;44,65;9,44;4,51;7,27;5,58;6,8;10,57;6,89;6,36;54;20122
79178;"TALENTOS POLITECNICO E ILLINOIS";76001;"CALI";"VALLE";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";46,24;46,63;43,57;45,09;41,54;48,11;49,46;46,33;8,79;6,65;9,55;7,67;11,79;14,3;8,47;7,59;46;20121
79186;"INSTITUTO TECNICO LUZ AYDEE GUERRERO MOLINA";76001;"CALI";"VALLE";"A";"OFICIAL";"TARDE";49,06;47,32;44,47;47,74;42,21;40,71;46,44;46,74;10,85;4,73;4,78;8,46;8,92;4,75;5,75;8,62;34;20122
79194;"INSTITUTO TECNICO LUZ AYDEE GUERRERO MOLINA";76001;"CALI";"VALLE";"A";"OFICIAL";"MAÑANA";43,97;43,96;43,33;44,04;40,25;38,14;45,86;44,47;8,78;4,59;5,96;5,67;7,76;4,84;5,36;7,65;72;20122
79210;"INSTITUTO TECNICO INDUSTRIAL DONALD RODRIGO TAFUR GONZALEZ";76001;"CALI";"VALLE";"A";"OFICIAL";"MAÑANA";47,17;46,74;45,69;45,89;39,57;43,03;47,7;45,83;11,09;4,95;6,77;7,13;10,24;7,81;6,15;9,75;70;20122
79228;"INSTITUTO TECNICO INDUSTRIAL DONALD RODRIGO TAFUR GONZALEZ";76001;"CALI";"VALLE";"A";"OFICIAL";"TARDE";43,73;44,12;44,15;44,98;38,76;41,41;45,94;42,71;9,35;5,11;7,02;6,95;8,62;7,1;6,06;7,41;86;20122
79269;"CENTRO DE ENSEÑANZA LATINOAMERICANO CENLA";5001;"MEDELLIN";"ANTIOQUIA";"F";"NO OFICIAL";"MAÑANA";45,83;44,83;42,5;45,75;39,25;51,58;50,08;47,21;8;8,58;12,15;8,16;12,1;17,34;7,7;7,71;24;20121
79269;"CENTRO DE ENSEÑANZA LATINOAMERICANO CENLA";5001;"MEDELLIN";"ANTIOQUIA";"F";"NO OFICIAL";"MAÑANA";44,62;43,51;42,68;44,87;40,72;46,79;45,75;42,28;10,78;5,29;6,33;6,77;8,64;14,08;6,97;9,07;53;20122
79285;"GIMNASIO FONTANA";11001;"BOGOTÁ D.C.";"BOGOTA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";64,27;57,79;60,39;58,63;56,46;84,11;60,32;57,45;11,68;7,27;10,05;7,51;8,14;8,12;6,2;6,33;56;20121
79293;"ACADEMIA AMERICANA DE SISTEMAS Y COMERCIO";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"MAÑANA";38,8;39,93;34,6;42,13;31,87;36,33;44,27;38,4;6,71;5,64;6,7;6,52;7,48;5,7;6,62;12,47;15;20121
79293;"ACADEMIA AMERICANA DE SISTEMAS Y COMERCIO";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"MAÑANA";40,17;43,5;40,67;46;39,67;41,5;40,5;44;5,91;4,97;6,71;6,6;13,75;7,01;11,41;9,94;6;20122
79327;"GIMNASIO LA MONTAÑA";11001;"BOGOTÁ D.C.";"BOGOTA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";72,06;60,18;70,6;58,92;59,38;89,44;61,6;59,1;9,82;6,66;10,66;10,03;8;6,87;5,55;6,39;50;20121
79368;"COLEGIO FONTAN";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";57,06;52,72;55,72;51,67;54,61;75,17;54,89;56,22;11,61;6,73;11,81;8,39;14,5;13,4;3,98;6,05;18;20121
79368;"COLEGIO FONTAN";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";52,57;49,64;48,21;52,64;44,79;70,29;51,57;52,57;8,49;5,33;6,15;7,07;4,79;13,19;6,54;8,99;14;20122
79376;"INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN";52381;"LA FLORIDA";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,35;49,1;44,85;45,55;42,35;45,85;45,05;45,05;9,96;4,62;7,36;6,75;8,46;5,32;6,71;5,48;20;20122
79384;"INSTITUCION EDUCATIVA AGROAMBIENTAL SANTA ROSA";52083;"BELEN";"NARIÑO";"A";"OFICIAL";"MAÑANA";46,31;50,06;48,13;49,5;43,56;43,25;47,75;46,81;7,37;4,09;5,33;5,51;8,07;7,73;5,86;7,13;16;20122
79392;"CENTRO INTEGRADO DE SERVICIO    CIS";19743;"SILVIA";"CAUCA";"A";"OFICIAL";"COMPLETA U ORDINARIA";38,88;42,18;39;39,71;31,59;37,82;38,35;39,82;10,26;3,81;6,96;4,74;6,13;7,19;3,76;4,08;17;20122
79400;"INSTITUCION EDUCATIVA AGROPECUARIA VALENCIA";19693;"SAN SEBASTIAN";"CAUCA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,18;41,64;40,64;42,55;38,36;37,64;44,73;43,18;9,33;4,23;8,76;6,83;6,2;5,52;3,74;5,58;11;20122
79418;"INSTITUCION EDUCATIVA CIUDAD MOCOA";86001;"MOCOA";"PUTUMAYO";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,56;47,59;44,67;47,97;42,94;42,88;47,33;46,74;9,73;5,25;5,65;6,84;8,23;7,07;5,94;7,64;66;20122
79442;"CORPORACION EDUCATIVA NEWTON";23466;"MONTELIBANO";"CORDOBA";"F";"NO OFICIAL";"SABATINA - DOMINICAL";40,42;41,5;41,82;40,82;37,58;37,24;42,13;40,08;9,55;5,01;7,07;7,04;8,69;7,03;7,47;7,64;78;20122
79442;"CORPORACION EDUCATIVA NEWTON";23466;"MONTELIBANO";"CORDOBA";"F";"NO OFICIAL";"SABATINA - DOMINICAL";42;47,33;41,33;44;34,67;35;43,67;43,33;1,73;2,08;2,31;8,89;11,59;6,93;11,15;7,02;3;20121
79475;"COLEGIO ANTONIO NARIÑO";85010;"AGUAZUL";"CASANARE";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";46,4;44,8;42;45,2;34,2;36;49,8;45;5,13;2,59;12,19;5,63;12,68;3,74;5,12;6,4;5;20121
79483;"COLEGIO INTEGRADO SIGLO 21";19698;"SANTANDER DE QUILICHAO";"CAUCA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";44,67;38,33;45;43;42,33;36,67;44;37;8,39;3,51;2,65;3;4,62;3,06;3,46;6,56;3;20122
79491;"INSTITUTO INDALECIO VASQUEZ";15542;"PESCA";"BOYACA";"A";"OFICIAL";"NOCHE";41,86;45,14;44,29;44,14;36;41,43;41,43;39,86;10,54;3,67;7,11;5,73;7,44;6,29;5,35;11,74;7;20122
79517;"LICEO HUMANISTA";20011;"AGUACHICA";"CESAR";"F";"NO OFICIAL";"SABATINA - DOMINICAL";41,82;42,82;41,18;42,82;34,82;38,36;42,18;36,18;7,4;4,98;6,98;8,52;13,56;7,19;7,69;6,48;11;20122
79533;"COLEGIO NACIONAL DE CAPACITACION ACADEMICA Y CULTURAL - CENCAL";5001;"MEDELLIN";"ANTIOQUIA";"F";"NO OFICIAL";"NOCHE";39,53;41,89;42,14;42;35,31;37,47;42,97;38,89;6,97;4,42;6,6;5,77;7,6;5,5;4,85;6,2;36;20122
79533;"COLEGIO NACIONAL DE CAPACITACION ACADEMICA Y CULTURAL - CENCAL";5001;"MEDELLIN";"ANTIOQUIA";"F";"NO OFICIAL";"NOCHE";41,22;43,22;41;43,67;36,56;39,89;49,06;43,17;10,47;7,16;9,25;6,12;8,14;10,64;6,9;6,6;18;20121
79558;"COLEGIO INTEGRADO AGROPECUARIO YANACONAS";19397;"LA VEGA";"CAUCA";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,7;42,48;41,57;40,22;36,74;40,3;40,22;41,09;9,49;4,18;7,15;6;7,46;5,88;4,8;5,02;23;20122
79582;"LICEO MODERNO";50001;"VILLAVICENCIO";"META";"F";"NO OFICIAL";"NOCHE";42;44;31;36,33;36;38;44,67;40;7,55;5;4,36;4,93;6,08;2,65;1,15;9;3;20121
79582;"LICEO MODERNO";50001;"VILLAVICENCIO";"META";"F";"NO OFICIAL";"NOCHE";32,83;40,5;40;43,67;40,33;37,83;41,17;42,17;14,27;4,51;6,9;4,93;7,47;5,42;3,71;5,95;6;20122
79590;"COLEGIO MUNICIPAL GUILLERMO NIÑO MEDINA";50001;"VILLAVICENCIO";"META";"F";"OFICIAL";"NOCHE";40,26;41,79;40,61;42,26;34,38;37,33;44,82;41,13;7,88;5,76;8,45;7,48;6,68;8,18;6,59;5,59;61;20121
79590;"COLEGIO MUNICIPAL GUILLERMO NIÑO MEDINA";50001;"VILLAVICENCIO";"META";"F";"OFICIAL";"NOCHE";40,26;42,07;42,47;41,92;36,37;38,61;41,52;38,48;9,15;6,25;6,08;6,51;7,65;7,08;7,28;10,69;87;20122
79608;"INSTITUTO SAN FERNANDO FERRINI";68081;"BARRANCABERMEJA";"SANTANDER";"F";"NO OFICIAL";"NOCHE";44,3;45;41,9;43,65;39,15;40,15;43,55;41,65;7,59;6,91;5,2;8,96;8,73;6,05;5,04;5,96;20;20122
79624;"COLEGIO TECNICO COMERCIAL LA DORADA";86757;"SAN MIGUEL";"PUTUMAYO";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,5;47,41;44,69;44,69;42,91;41,02;47,17;46,94;9,58;5,41;7,8;6,96;6,71;6,32;6,54;7,71;64;20122
79640;"INSTITUTO DE EDUCACION SAN BUENAVENTURA";76109;"BUENAVENTURA";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";37,45;41;42,45;40,18;32,73;36,36;41,18;35,73;9,84;3,66;7,53;6,69;8,86;5,33;5,17;6,44;11;20122
79657;"COLEGIO BRITANICO DE MONTERIA";23001;"MONTERIA";"CORDOBA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";68,15;59,2;61,05;54,8;55,55;86,5;61,5;56,8;14,91;7,44;11,09;6,89;10,25;7,13;7,78;7,61;20;20121
79665;"COLEGIO PEDAGOGICO DULCE MARIA";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";46,44;45,63;44,41;45,44;42,63;44,75;47,99;44,8;9,64;6,22;6,87;6,97;8,45;7,59;6,49;7,95;163;20122
79673;"CENTRO EDUCATIVO DISTRITAL BERNARDO JARAMILLO";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"TARDE";48,94;46,18;43,88;45,84;42,27;42,88;47,43;45,41;9,05;5,32;6,28;6,66;7,26;8,21;5,11;7,09;49;20122
79681;"CENTRO EDUCATIVO DISTRITAL BERNARDO JARAMILLO";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"MAÑANA";46,68;47,56;44;46,93;41,04;45,51;47,75;46,18;10,5;6,14;7,07;7,71;8,97;9,43;5,73;7,16;102;20122
79699;"CENTRO EDUCATIVO DE ADULTOS ASED";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";42,78;41,8;43,57;45,46;39,04;43,13;44,48;43,09;8,91;4,4;7,36;6,01;7,04;7,74;5,91;8,48;54;20122
79707;"LICEO DE OXFORD";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";50,82;48,41;46,15;51,24;42,68;46,85;48,94;47,65;10,65;6,78;9,54;9;7,12;7,67;6,85;7;34;20122
79715;"INSTITUTO ALVARO MUTIS";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";47,25;47,23;44,28;46,07;41,65;45,42;47,63;46,91;10,9;7,39;6,82;7,59;9,53;9,01;5,25;9,42;57;20122
79723;"COLEGIO DISTRITAL LUIS VARGAS TEJADA";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"MAÑANA";49,84;47,62;45,41;48,4;43,82;45,03;48,47;46,78;9,2;6,43;7,12;7,67;7,77;7,14;7,5;8,69;68;20122
79731;"LICEO SENDERO DEL SABER";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";44,73;42,64;42,36;42;33,82;39,09;43,73;40;9,02;4,72;8,07;7,76;9,48;6,67;6,87;10,32;11;20122
79749;"INSTITUTO TECNICO COMERCIAL MARMATOS";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";44,48;43,81;42,33;43,13;38,79;41,94;44,23;40,88;7,83;3,88;7,46;6,13;7,89;5,13;6,14;7,7;52;20122
79756;"LICEO COMERCIAL NUEVO ALEJANDRINO";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"TARDE";41,61;43,78;43;41,89;37,56;40,61;43,17;40,22;10,18;4,04;6,18;7,19;7,9;6,76;8,97;4,81;18;20122
79764;"COLEGIO DE BACHILLERATO INCADE";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";42,9;43,2;41,91;43,85;37,53;41,01;44,22;42,25;10,12;7,17;7,33;8,18;9,16;9,23;7,57;8,37;88;20122
79764;"COLEGIO DE BACHILLERATO INCADE";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";45,21;43,87;40,47;43,32;37,53;41,28;47,45;44,43;7,69;6,28;9,17;7,09;8,17;7,02;6,16;6,07;53;20121
79780;"INSTITUCION EDUCATIVA DISTRITAL RAMON DE ZUBIRIA - LA PALMA";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"MAÑANA";45,22;44,03;42,22;43,58;40,83;41,99;44,89;43,31;9,3;5,52;7,47;7,38;7,45;6,75;6,02;8,05;178;20122
79798;"COLEGIO ALEXANDER FLEMING";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";47,22;43,67;43,11;47,33;44,11;44;48,78;44;13,75;7,87;10,22;10,45;8,84;6,86;7,55;11,98;9;20122
79806;"COLEGIO NUEVO COLOMBO AMERICANO";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";70,59;63,38;59,02;62,29;52,55;80,95;61,05;61,53;12,71;8,4;8,23;7,63;5,76;8,66;5,34;5,76;58;20122
79814;"CENTRO EDUCATIVO DISTRITAL DE EDUCACION BASICA Y MEDIA TOM ADAMS";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"TARDE";46,84;46,98;45,59;46,53;41,97;43,21;48,53;46,66;10,99;5,74;6,73;6,5;7,05;5,29;5,56;8,44;58;20122
79822;"COLEGIO INETEC";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"MAÑANA";41,75;41,08;42,84;42,02;36,12;40,27;43,88;38;9,02;4,7;5,82;6,15;6,82;6,1;5,51;5,71;51;20122
79822;"COLEGIO INETEC";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"MAÑANA";41,13;41,53;37,8;41,33;32,93;38,07;42,73;42,07;6,08;6,22;12,89;7,81;8,44;8,34;8,48;5,98;15;20121
79830;"LICEO ALFREDO NOBEL";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";51,24;50,15;45,84;48,73;44,61;50,71;49,57;49,04;9,72;5,11;7,37;6,2;6,34;7,93;5,33;6,11;75;20122
79848;"COLEGIO TECNISISTEMAS";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";42,73;43,53;42,51;43,22;38,66;40,96;44,65;42,12;9,23;5,22;6,64;6,59;8,16;7,76;5,94;7,36;923;20122
79848;"COLEGIO TECNISISTEMAS";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";43,04;43,9;41,01;43,23;37,49;39,83;46,83;43,5;8,43;5,88;8,7;6,53;7,3;7,61;6,52;6,2;278;20121
79863;"GIMNASIO NICOLAS DE FEDERMAN";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";62,1;55,2;54,8;57,9;53,6;70,7;58;56,5;17,86;5,63;7,11;7,71;5,17;8,49;4,71;9,37;10;20122
79889;"INSTITUTO COMERCIAL LORETO SEDE B";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";55,44;52,06;49,88;49,31;43,38;48,44;48,44;47,75;11,18;6,09;8,27;6,22;8,54;9,22;4,93;7,48;16;20122
79897;"GIMNASIO WILLIAM MACKINLEY";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";55,02;50,79;50,42;51,37;45;59,49;52,67;51,4;9,43;5,92;6,99;5,93;6,98;12,93;5,35;7,26;43;20122
79921;"INSTITUTO DE CAPACITACION PARA EL TRABAJO";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"MAÑANA";46,67;43,33;43,11;44,22;39,22;42,67;48,78;49;10,39;6,18;11,07;5,89;10,74;7,7;6,46;9,15;9;20121
79921;"INSTITUTO DE CAPACITACION PARA EL TRABAJO";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"MAÑANA";42,03;42,77;43,77;43,19;37,84;41,08;44,65;44,26;8,2;3,74;4,86;6,92;8,45;7,24;6,15;6,64;31;20122
79939;"LICEO NUESTRA SEÑORA DE LAS NIEVES";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";49,5;50,63;46,8;48,53;43,16;48,17;50,25;48,79;8,36;5,83;7,18;6,14;6,91;7,15;6,69;7,18;92;20122
79962;"INSTITUCION EDUCATIVA DISTRITAL CLEMENCIA HOLGUIN DE URDANETA";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"TARDE";48,08;48,49;46,67;48,74;41,18;42,31;48,46;47,92;10,28;5,6;6,94;6,25;8,12;7,52;4,55;7,04;39;20122
79988;"LICEO SANTA ANA DEL SUR";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"MAÑANA";49,29;45;46,64;47,61;41,96;48,5;48,43;46,25;10,26;4,13;6,96;7,92;6,84;7,97;5,71;7,43;28;20122
80002;"GIMNASIO EL PORTILLO";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";59,28;54,83;51,61;54,56;51,56;65,28;54,89;54,22;12,96;9,22;6,53;8,02;7,25;9,89;6,72;7,13;18;20122
80010;"COLEGIO KAPEIROT";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";52,2;50,16;48,56;50,2;46,8;54,08;51,64;47,2;11,45;6,28;6,77;7,49;7,54;10,75;6,79;7,14;25;20122
80028;"GIMNASIO CARMELITANO";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";42;45,14;44,14;41,86;40;40,71;45;41,14;6,78;5,24;6,89;5,67;11,25;5,53;5,35;5,24;7;20122
80036;"CENTRO EDUCATIVO PARA JOVENES Y ADULTOS LEPANTO";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";47,18;46,36;47,09;45,73;39,36;41,73;48,82;49,64;18,98;8,89;10,05;8,49;9,9;9,43;5,42;8,98;11;20121
80036;"CENTRO EDUCATIVO PARA JOVENES Y ADULTOS LEPANTO";11001;"BOGOTÁ D.C.";"BOGOTA";"F";"NO OFICIAL";"NOCHE";43,69;42,85;43,27;43,27;38,65;42,5;45,88;44,77;9,49;5,47;7,04;5,82;9,19;9,81;7,2;7,7;26;20122
80051;"COLEGIO CELESTIN FREINET";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";50,39;49,52;47,91;48,95;46,31;48,89;50,51;49;10,68;5,52;7,92;7,75;6,76;8,19;6,78;7,91;238;20122
